month,date,,retweets,favorites,geo,mentions,hashtags,id,permalink,text
September_2019,16/09/2019 17:59,,297,1835,,,,1.17E+18,https://twitter.com/DavidKlion/status/1173612338337013761,Two moments where it became clear just how thoroughly Saudi Arabia owns us: -Tom Friedman writing a pro-MBS column mere weeks *after* his column about how his friend Jamal Khashoggi had been murdered -When Obama vetoed a bill allowing 9/11 victims' families to sue Riyadh
September_2019,16/09/2019 17:47,,155,356,,,,1.17E+18,https://twitter.com/snarwani/status/1173609416328957952,
September_2019,16/09/2019 17:30,,30,51,,,,1.17E+18,https://twitter.com/PaulGottinger/status/1173605052629639168,Saudi regime also said Khashoggi left the consulate in Istanbul pic.twitter.com/bpoiOPsn6V
September_2019,16/09/2019 17:19,,7148,20867,,,,1.17E+18,https://twitter.com/funder/status/1173602211546509312,I wonder how much money Trump’s gotten from Saudi Arabia. He’s responding to this oil field attack in the way he needed to respond to the Russian attack on our democracy. And the murder of Otto Warmbier. And the murder of Jamal Khashoggi. But he didn’t. Because he’s a traitor.
September_2019,14/09/2019 10:05,,285,743,,,,1.17E+18,https://twitter.com/KimDotcom/status/1172768344711163904,"Saudi killer Prince murders a journalist in his embassy and bombs schools and hospitals in Yemen. Now Saudi Arabia’s oil wealth is burning at a cost of over $1 billion per day. 50,000 dead Yemenis and Khashoggi. Thats a lot of bad Karma. Evil always fails in the end. Bye bye MBS. pic.twitter.com/mAeFCbjPO7"
September_2019,14/09/2019 00:26,,199,219,,,,1.17E+18,https://twitter.com/AJFaultLines/status/1172622480235622401,NSO Group denies its technology was used to target Jamal Khashoggi. But the Saudis reportedly paid $55 million for Pegasus in 2017 - just before Crown Prince MBS began to purge his opponents. WATCH our investigation ‘Targeted by a Text’ http://bit.ly/2HpyRSY pic.twitter.com/qBs2mqHHD1
September_2019,13/09/2019 03:55,,13,43,,,,1.17E+18,https://twitter.com/_khashoggi/status/1172312905301159937,a kiss after a long eye contact...
September_2019,13/09/2019 03:44,,37,39,,,,1.17E+18,https://twitter.com/karolcummins/status/1172310018122608640,Trump administration approved 2 nuclear deals to Saudi Arabia after Khashoggi was killed in Istanbul https://abcnews.go.com/Politics/trump-administration-approved-nuclear-deals-saudi-arabia-khashoggi/story?id=63492793 …
September_2019,12/09/2019 16:23,,82,78,,,,1.17E+18,https://twitter.com/AASchapiro/status/1172138669421027330,"All the big US banks are eagerly lining up to underwrite the Saudi ARAMCO IPO—Goldman, BOA, CitiGroup, etc. It's a sign, WSJ writes, that: financiers who shunned the kingdom in the immediate aftermath of the murder of Khashoggi are turning the page."" https://www.wsj.com/articles/big-u-s-banks-crowd-into-aramco-ipo-11568284430?shareToken=st532ea372908847fcac39eab27b1300ec …"""
September_2019,12/09/2019 14:07,,26,41,,,,1.17E+18,https://twitter.com/_khashoggi/status/1172104483331039233,Make them wish they had you..
September_2019,19/09/2019 22:44,,14,35,,,#NBSFrontline #NBSUpdatespic,1.17E+18,https://twitter.com/nbstv/status/1174771295646638086,Mwenda: There are more African Americans in jail than the number who were held as slaves. The U.S. is involved in torture across the world. They were given evidence on Saudi Arabia killing Khashoggi but did nothing. #NBSFrontline #NBSUpdatespic.twitter.com/UMMRoMgBR2
September_2019,19/09/2019 20:43,,35,44,,@,#Khashoggi,1.17E+18,https://twitter.com/rulajebreal/status/1174740764473135106,"MBS Paid to Play: Trump covered up the murder of journalist #Khashoggi •Trump’s ready to bomb MBS’ enemies •Gave MBS classified intel about his critics inside the kingdom (who were tortured/jailed @ the Ritz Carlton Riyadh) •Sold MBS Tech, Rooms in Trump Hotels & Weapons. https://twitter.com/thehill/status/1174402025481736194 …"
September_2019,19/09/2019 06:44,,20,21,,,#Hypocricypic,1.17E+18,https://twitter.com/D_PlaidShirtGuy/status/1174529765048500225,Trump is beating the drums of war with Iran because of Saudi Arabia. A country whose leader ordered the hit on a Washington Post journalist? For pet’s sake Our neighbors don't need to die for MsB. Saudi Arabia gave us the 9-11 hijackers & dismembered Jamal Khashoggi #Hypocricypic.twitter.com/vOfDIgZt8C
September_2019,19/09/2019 01:36,,3,12,,,,1.17E+18,https://twitter.com/kittybellcat/status/1174452271842844672,"Weren't 15 out of 19 of the hijackers on 911 from Saudi Arabia? Isn't Saudi Arabia among the richest countries in the world? Didn't the Crown Prince of Saudi Arabia Mohammad bin Salman murder Jamal Khashoggi? I'd say Karma is a Bitch"" and give them ""our thoughts and prayers""."""
September_2019,19/09/2019 00:16,,113,299,,,,1.17E+18,https://twitter.com/ragipsoylu/status/1174431974242553857,Almost everything done by Saudi Crown Prince MbS so far in the Middle East has backfired; • Qatar siege • Maximum pressure against Iran • Yemen war • Trying to balance Russia by buying S-400s • Supporting Haftar in Libya • And of course murdering Khashoggi
September_2019,18/09/2019 21:41,,88,162,,,#SaudiArabia #Yemen #Khashoggi #Iran,1.17E+18,https://twitter.com/azardsphere/status/1174392958965047296,"#SaudiArabia kill kids in #Yemen. No big problem Saudi kill journalist #Khashoggi. Bit of a problem #Iran perhaps killed"" some oil in Saudi. That's a huge problem. act of war, bombs away What sort of sick world are we living in"""
September_2019,18/09/2019 18:35,,46,45,,,,1.17E+18,https://twitter.com/NatCounterPunch/status/1174346312101138432,"The Saudi crown prince wants to escape the legacy of the murder and dismemberment of Khashoggi by fast-tracking the trial of members of the Saudi team accused of the killing, so court proceedings are finished before the US presidential campaign heats up. https://www.counterpunch.org/2019/09/18/the-saudi-crown-prince-plans-to-make-us-forget-about-the-murder-of-jamal-khashoggi-before-the-us-election/ …"
September_2019,17/09/2019 23:59,,76,83,,,,1.17E+18,https://twitter.com/AJEnglish/status/1174065263215558656,Saudi Arabia sold building where Khashoggi was killed: Report https://aje.io/kxenu pic.twitter.com/RQRmYItXcu
September_2019,17/09/2019 10:26,,3593,7505,,@chrislhayes,,1.17E+18,https://twitter.com/MSNBC/status/1173860657315364865,". @chrislhayes: Today the U.S. is at a point where the president is threatening war, threatening to put American lives, blood, and treasure on the line for the guy who hacked Jamal Khashoggi to death — for a regime that spends lots of money at his hotels.” https://on.msnbc.com/30tUIAg """
September_2019,16/09/2019 23:40,,4121,11244,,@realDonaldTrump,,1.17E+18,https://twitter.com/BrianKarem/status/1173698224898629636,Trump says we can trust Saudi Arabia about Iran though they lied to us about Khashoggi. ? @realDonaldTrump?pic.twitter.com/2aWK15k2Po
September_2019,16/09/2019 23:30,,904,4545,,@realDonaldTrump,,1.17E+18,https://twitter.com/BrianKarem/status/1173695747910451200,My question for today’s South Lawn party: How can we trust Saudi Arabia on Iran when they lied about Khashoggi? Hopefully he will answer. ? @realDonaldTrump?pic.twitter.com/R1amas4w0O
September_2019,16/09/2019 23:08,,782,1536,,,#Khashoggi,1.17E+18,https://twitter.com/KarenAttiah/status/1173690131288657920,So Saudi rejected any UN or international investigation into Jamal #Khashoggi’s murder. Said it refused to “internationalize” the incident. But now wants a quick UN investigation after oil field attack. https://twitter.com/Joyce_Karam/status/1173672731977617408 …
September_2019,16/09/2019 15:55,,11,28,,,,1.17E+18,https://twitter.com/_khashoggi/status/1173581126507667458,sco pa tu man-shut the FUCK up
September_2019,16/09/2019 15:53,,25,57,,,,1.17E+18,https://twitter.com/_khashoggi/status/1173580765646467073,I'm the dirty type and i get jealous so fucking fastttt
September_2019,16/09/2019 07:32,,319,858,,,,1.17E+18,https://twitter.com/PhillipAdams_1/status/1173454630786723840,Saudi Arabia.Home of bin Laden his 9/11 team.A hideous history of beheading dissidents (43 in Jan 2026 alone).The murder of Khashoggi.Repression of women.Widespread human rights abuse.War crimes in Yemen.Etc etc. etc Yet besties with US and we sell them weapons
September_2019,16/09/2019 03:28,,10,40,,,,1.17E+18,https://twitter.com/WayneCommaBruce/status/1173393263937695744,I thought the exact same thing. My thought ever since tRUmp folded on the Jamal Khashoggi murder.
September_2019,15/09/2019 23:30,,1088,1174,,,,1.17E+18,https://twitter.com/CREWcrew/status/1173333186232954880,"Three weeks before Khashoggi's murder, the Trump Org’s Indonesian partner inked an agreement with a Saudi government backed firm for a development that will include Trump-branded elements. Don Jr. just went to Indonesia for the pre-launch celebration. https://www.citizensforethics.org/trump-organization-business-partner-signed-a-deal-with-saudi-backed-fund-weeks-before-journalist-disappeared/ …"
September_2019,15/09/2019 00:01,,78,305,,,,1.17E+18,https://twitter.com/JeffSaysStuff2/status/1172978691313291264,Yeah. And Saudi Arabia are the good guys. Except for the 9-11 attacks. And the genocide in Yemen. And... Audio transcripts of Jamal Khashoggi's murder revealed https://www.aljazeera.com/news/2019/09/audio-jamal-khashoggi-gruesome-murder-revealed-190909163642769.html …
September_2019,14/09/2019 21:42,,18,41,,,,1.17E+18,https://twitter.com/_khashoggi/status/1172943714794315776,asking about my day means a lot
September_2019,14/09/2019 03:27,,2,5,,,,1.17E+18,https://twitter.com/alikelyst0ry/status/1172668089785171968,"the tide can still turn as the death anniversary of murdered saudi journalist, jamal khashoggi draws near. but do not expect media to treat the grp with kid gloves the way (we) fans do. strong words that ring true will be used. and every little thing will be up for questioning https://twitter.com/alikelyst0ry/status/1172626483770060801 …"
September_2019,19/09/2019 19:49,,1,5,,,,1.17E+18,https://twitter.com/rezvaaani/status/1174727265520967681,"Saudi Arabia has claimed Iran’s unquestionably responsible for the recent attacks. P.S: Tunisia's ousted president Ben Ali died in Saudi exile, I bet Iran’s responsible for that too! P.S: Jamal Khashoggi too pic.twitter.com/yBvAQw4DB5"
September_2019,19/09/2019 17:27,,0,0,,,,1.17E+18,https://twitter.com/FramariniKathy/status/1174691459183841284,Weapons sales-KHASHOGGI KHASHOGGI-KUSHNER Drone. pic.twitter.com/OBPJ2xzdpv
September_2019,19/09/2019 07:25,,13,29,,,#SaudiArabia,1.17E+18,https://twitter.com/CaraMia200/status/1174540059564838914,"#SaudiArabia lied/covered up the dismemberment of journalist Khashoggi & have waged endless terror in Yemen are wanting the world to believe their oil reserves were attacked by IranUS intel agrees, somewhat The World might just sit this one out.Where did TRUTH go thiscentury?"
September_2019,19/09/2019 00:31,,26,53,,,#SaudiArabia #Yemen #Qatar #Libya #Egypt #Khashoggi,1.17E+18,https://twitter.com/iPouya/status/1174435912282980352,"A friendly reminder to Americans supporting #SaudiArabia—SArabia is... -Bombing #Yemen; -Blockading #Qatar; -Funding a renegade general in #Libya; -Bankrolling the coup govt in #Egypt; -Murdering journalists, #Khashoggi; -Spreading an extreme ideology—the ideology behind 9/11."
September_2019,18/09/2019 22:44,,1,11,,,#Khashoggi,1.17E+18,https://twitter.com/MxdUpShookUpGrl/status/1174408845088698370,I'm sure he's asking hard questions about Jamal #Khashoggi. NOT! We have not forgotten and WILL not forget.
September_2019,18/09/2019 22:40,,15,29,,,,1.17E+18,https://twitter.com/PramilaJayapal/status/1174407838069866496,Trump wants to use our military to prop up the government that murdered Jamal Khashoggi. Outrageous. https://www.nytimes.com/2019/09/18/world/middleeast/us-iran-saudi-arabia.html …
September_2019,18/09/2019 22:35,,1,10,,,,1.17E+18,https://twitter.com/zanne2eight/status/1174406686104313856,"I wonder how much “an act of war” is selling for nowadays? This president, Kushner & Pompeo obviously pocketed massive amounts of “cash” to support MBS’s lie that he had no involvement in Khashoggi’s brutal murder and now intend to sell our military might to benefit the murderer"
September_2019,18/09/2019 19:01,,2,44,,,,1.17E+18,https://twitter.com/reblambourn/status/1174352683416739840,"Can’t believe a word they say.. Saudi Al Queda behind 9-11, oh and Khashoggi"
September_2019,18/09/2019 17:49,,386,1144,,,,1.17E+18,https://twitter.com/AdamParkhomenko/status/1174334726749995010,They also denied ordering the hit on Jamal Khashoggi. https://twitter.com/ZekeJMiller/status/1174333786261282816 …
September_2019,18/09/2019 15:26,,70,130,,,,1.17E+18,https://twitter.com/borzou/status/1174298595723546626,Not sure the guys who dressed up some schmo to resemble Jamal Khashoggi after they cut him up have much more credibility than the folks who forged Iraq WMD evidence to start a war. https://www.bloomberg.com/news/articles/2019-09-18/saudis-to-show-evidence-of-iran-s-role-in-attack-state-tv-says?srnd=premium-middle-east …
September_2019,18/09/2019 14:21,,5,5,,,#SaudiArabia #Khashoggi,1.17E+18,https://twitter.com/masonariell/status/1174282291574689793,#SaudiArabia has sold the building housing its diplomatic mission in Istanbul where Jamal #Khashoggi was killed last year. https://www.aljazeera.com/news/2019/09/saudi-arabia-sold-building-khashoggi-killed-report-190917192031852.html …pic.twitter.com/99HAMz13tB
September_2019,18/09/2019 08:45,,15,20,,,#SaudiArabia #Istanbul #Khashoggi,1.17E+18,https://twitter.com/PressTV/status/1174197803251355648,#SaudiArabia 'secretly' sells #Istanbul consulate where #Khashoggi was murdered http://ptv.io/2mRa pic.twitter.com/MuTAmeNaTN
September_2019,18/09/2019 03:42,,38,38,,,,1.17E+18,https://twitter.com/RiskyLiberal/status/1174121550787817472,"Sure. Hey, American kids! Do you want to go die in a desert, for the country that flew planes into the Twin Towers and murdered Jamal Khashoggi? https://twitter.com/TrueFactsStated/status/1174114282734333952 …"
September_2019,17/09/2019 18:10,,0,1,,,,1.17E+18,https://twitter.com/AndreaHerd2/status/1173977567692566529,JAMAL KHASHOGGI FIANCE IS NOT REAL. HIS FAMILY DO NOT KNOW THIS STRANGER? Part 2 pic.twitter.com/5BIejJ373P
September_2019,17/09/2019 04:06,,1,4,,,,1.17E+18,https://twitter.com/mhellwege1/status/1173765200434126848,bin Laden was a member of the Saudi royal family and MBS had Khashoggi tortured and murdered. Saudi Arabia can go piss up a rope. They probably did it themselves.
September_2019,17/09/2019 00:23,,0,2,,,,1.17E+18,https://twitter.com/CatholcGayHermi/status/1173708892754391042,*putin strongly and powerfully denies attacking Our Elections. *jung-un strongly and powerfully denies torturing Otto Warmbier. *MBS strongly and powerfully denies mutilating journalist Khashoggi. . then why doesn't trump accept Iran's strong and powerful denial of Arabia's hit?!
September_2019,16/09/2019 23:28,,14,172,,,,1.17E+18,https://twitter.com/GregShugar/status/1173695173232078848,And speaking of unanswered....what ever happened to your “investigation” of Jamal Khashoggi?
September_2019,16/09/2019 20:43,,7,32,,,,1.17E+18,https://twitter.com/heyn0ww/status/1173653705058656258,I wonder what MBS has to say about it We should ask Jamal Khashoggi what he knows or could find out Or maybe Jared Kushner Trump could ask MBS
September_2019,16/09/2019 16:43,,14,43,,@SethAbramson,,1.17E+18,https://twitter.com/jpen98/status/1173593375720652800,"Respectfully, Larry, it’s not just interest in future business opportunities that is driving Trump. It’s leverage the Saudis already have over him (& Kushner) which is why he kept quiet when Khashoggi was murdered. See @SethAbramson PROOF OF CONSPIRACY."
September_2019,13/09/2019 01:06,,3,6,,@realDonaldTrump,#Khashoggi #Yemen,1.17E+18,https://twitter.com/ibnhomran/status/1172270169038761987,Saudi Arabia aided in the 9/11 attacks. Saudi Arabia murdered a Washington Post columnist Jamal #Khashoggi. Saudi Arabia is responsible for the worst Humanitarian criss in #Yemen. Remind me again- Why U.S. is still an ally of Saudi Arabia? @realDonaldTrump
September_2019,19/09/2019 15:35,,0,0,,,#khashoggi #SaudiArabia,1.17E+18,https://twitter.com/TommySm44919546/status/1174663418944655362,Saudi Arabia sold building where Khashoggi was killed: Report https://www.aljazeera.com/news/2019/09/saudi-arabia-sold-building-khashoggi-killed-report-190917192031852.html … #khashoggi #SaudiArabia
September_2019,16/09/2019 16:43,,14,43,,@SethAbramson,,1.17E+18,https://twitter.com/jpen98/status/1173593375720652800,"Respectfully, Larry, it’s not just interest in future business opportunities that is driving Trump. It’s leverage the Saudis already have over him (& Kushner) which is why he kept quiet when Khashoggi was murdered. See @SethAbramson PROOF OF CONSPIRACY."
September_2019,19/09/2019 02:25,,1,19,,,#Khashoggi,1.17E+18,https://twitter.com/socalledpariah/status/1174464391602987009,Agreed... oh hey did he take u on a tour of #Khashoggi ‘s remains which have yet to be recovered?
September_2019,19/09/2019 02:09,,31,32,,,#Khashoggi,1.17E+18,https://twitter.com/JCBua/status/1174460425842364416,Pompeo’s New Best Friend MBS #Khashoggi’s Murderer WW 3 Anyone? pic.twitter.com/HvWbq9Ts0Y
September_2019,19/09/2019 01:35,,148,707,,,,1.17E+18,https://twitter.com/TheRickyDavila/status/1174451936742924289,I don’t give a shit about any fake evidence that Saudi Arabia says it has against Iran. All I want to know is where they put Jamal Khashoggi’s body after they murdered and dismembered him. Period.
September_2019,19/09/2019 00:54,,64,322,,@ChrisMurphyCT,,1.17E+18,https://twitter.com/TheLeadCNN/status/1174441668025757696,"Post-Khashoggi murder, why should U.S. believe anything Saudi Arabia has to say? @ChrisMurphyCT discusses https://cnn.it/2kU7mJZ pic.twitter.com/mXcz7cK0si"
September_2019,18/09/2019 23:36,,98,68,,,,1.17E+18,https://twitter.com/NatCounterPunch/status/1174422030134808577,"The repression of dissent in Saudi Arabia has been stepped up since the murder of Khashoggi. At least 134 executions are known to have been carried out in the first half of this year, including 37 political activists killed en masse on 23 April. https://www.counterpunch.org/2019/09/18/the-saudi-crown-prince-plans-to-make-us-forget-about-the-murder-of-jamal-khashoggi-before-the-us-election/ …"
September_2019,18/09/2019 21:49,,1,6,,,,1.17E+18,https://twitter.com/patch482001/status/1174395014689935360,Yeah and they didn't kill Khashoggi either... They all have itchy trigger fingers.
September_2019,18/09/2019 19:35,,0,0,,,,1.17E+18,https://twitter.com/BuffetofCats/status/1174361206863347713,"Saudis also presented evidence"" that Jamal Khashoggi walked outta the back of that consultant pic.twitter.com/kF6GkUBfhI"""
September_2019,18/09/2019 01:37,,0,1,,@,,1.17E+18,https://twitter.com/AndreaHerd2/status/1174090001832927232,"JAMAL KHASHOGGI NOT TRUE FIANCE WILL LEAD TO THE TRUTH, YES TRUTH. Part 3 Why CONSULATE General is in Riyah? Why the Internal CCTV @ Consulate NOT RECORDING"". WHY CONSULATE STAFFS WERE SENT HOME EARLY UPON JAMAL KHASHOGGI ARRIVAL?... pic.twitter.com/NLMwQOXACT"""
September_2019,17/09/2019 19:10,,5,5,,,#Khashoggi,1.17E+18,https://twitter.com/JCBua/status/1173992649323360256,VP Pence “We’re Locked and Loaded” In Support Of MBS As #Khashoggi’s Murderer Still Goes Unpunished! pic.twitter.com/4MPRgrP0OR
September_2019,17/09/2019 14:31,,186,451,,,#Khashoggi,1.17E+18,https://twitter.com/LouiseMensch/status/1173922510854938624,"By an amazing coincidence, Mike Morell is also the guy that lied that Chris Steele paid his sources, and who defended Donald Trump over Russia We do not worry about “acts of war” on hostile nations like Saudi Arabia who dissect U.S. persons alive #Khashoggi https://twitter.com/kendilaniannbc/status/1173742735368605697 …"
September_2019,16/09/2019 22:28,,13,70,,,,1.17E+18,https://twitter.com/xtrixcyclex/status/1173680099935346700,Beginning to wonder if it was Trump and not MBS who requested Khashoggi’s murder? What do the Saudis have on him?
September_2019,16/09/2019 05:09,,3,12,,,#treasonous,1.17E+18,https://twitter.com/faewings/status/1173418656996347904,"That explains why Kushner and trump defended MbS's murdering of Jamal Khashoggi, they're ruled by MbS! Isn't that #treasonous!"
September_2019,16/09/2019 02:04,,745,5733,,,,1.17E+18,https://twitter.com/s76l42/status/1173371940339429383,Waiting to hear from the Kingdom?? Really? The same Kingdom that murdered Jamal Khashoggi. Very sad day in American when our President takes him marching orders from the Saudis.
September_2019,15/09/2019 15:48,,186,288,,,,1.17E+18,https://twitter.com/blakesmustache/status/1173217081430630402,"Thread: Trump and Kushner have a MAJOR problem in the form of NSA and Five Eyes NSA is the primary “ears” of the US Intelligence Community, and they’ve been listening closely to MBS (Crown Prince of Saudi Arabia). For example:https://www.nytimes.com/2019/02/07/us/politics/khashoggi-mohammed-bin-salman.html …"
September_2019,14/09/2019 14:56,,1,4,,@yaktay,,1.17E+18,https://twitter.com/engintarhan/status/1172841582564978690,"A puppet of the Saudi regime has visited Greece and expressed their support at the issues which Turkey currently deals with Greece.. @yaktay has written Saudi Arabia is trying to spite Turkey for Khashoggi, Qatar support by visiting Southern Cyprus"" https://www.yenisafak.com/en/columns/yasinaktay/southern-cyprus-visit-latest-attempt-by-saudi-to-taunt-turkey-for-khashoggi-support-for-qatar-2047165 …"""
September_2019,11/09/2019 23:09,,9,11,,,,1.17E+18,https://twitter.com/ThisIsKubiLive/status/1171878499839283200,I Listen To Music When I Cut People : Saudi Security Department Official Says In Released Audio Transcripts Of Jamal Khashoggi’s Murder https://kubilive.com/i-listen-to-music-when-i-cut-people-saudi-security-department-official-says-in-released-audio-transcripts-of-jamal-khashoggis-murder/ …pic.twitter.com/dOs7jkP5nf
September_2019,11/09/2019 20:30,,63,202,,,,1.17E+18,https://twitter.com/thewire_in/status/1171838314208473088,"“Don’t cover my mouth,” Khashoggi told his killers, according to Sabah. “I have asthma, don’t do it. You’ll suffocate me.” https://thewire.in/world/final-words-saudi-journalist-jamal-khashoggi …"
September_2019,11/09/2019 18:11,,53,76,,,,1.17E+18,https://twitter.com/rulajebreal/status/1171803374758633474,"This time last year, Jamal Khashoggi was alive, writing, in love & getting married. Then, MBS sent 15 goons to kill & dismember him inside a Consulate: ”I know how to cut very well.  I‘ve never worked on a warm body. Jamal’s last words:  “I Can’t Breath!” https://abcn.ws/2NVYUWA """
September_2019,19/09/2019 00:11,,8,3,,,,1.17E+18,https://twitter.com/DJstewartwho/status/1174430844628418561,"I know Saudi Arabia are showing us bits of that missille + pointing at Iran, while we nod along, but I'm still thinking about the 15-man Saudi hit squad that dismembered journalist Jamal Khashoggi with hacksaws. pic.twitter.com/7ZnIyXdWgF"
September_2019,18/09/2019 22:46,,0,0,,,,1.17E+18,https://twitter.com/AmiEmanuel2/status/1174409331846057984,"Remember Jamal Khashoggi, courageous journalist who paid with his life to find the truth :( pic.twitter.com/o5xvGZbslI"
September_2019,18/09/2019 22:29,,0,2,,,#Khashoggi,1.17E+18,https://twitter.com/LeslieMarshall/status/1174405173827055617,Doubt he'll ask about #Khashoggi https://twitter.com/thehill/status/1174402025481736194 …
September_2019,18/09/2019 18:51,,62,174,,,,1.17E+18,https://twitter.com/LibsInAmerica/status/1174350240960405505,Saudi Arabia murdered Jamal Khashoggi and lied about it. We don’t believe a word they say. https://twitter.com/skynews/status/1174339931214422018 …
September_2019,18/09/2019 14:55,,30,103,,,#Saudi,1.17E+18,https://twitter.com/The_NewArab/status/1174290742086381571,"'So RICH that #Saudi wants a UN investigation of a drone strike [with] no casualties while it has tried to BLOCK and refused to cooperate [with] UN investigation into attacks on civilians - thousands killed, hundreds of children, majority by Saudis'http://ow.ly/Nm2o50wdGZ5 "
September_2019,18/09/2019 10:50,,0,4,,,,1.17E+18,https://twitter.com/tedregencia/status/1174229237831741443,Good luck on the new resident! I am sure the building would bring a lot of good fortune.https://aje.io/5t3gp 
September_2019,,,443,1637,,,,1.17E+18,https://twitter.com/gregolear/status/1173915538411675648,5/ SAUDI DRONE STRIKE An attack by Iran? A false flag to manipulate markets? Does it matter? Trump’s eagerness to do whatever MBS commands reminds us of his complicity in the murder of Jamal Khashoggi. Takeaway: Russia owns him. Looks like KSA might have a major stake as well.
September_2019,17/09/2019 12:36,,1,1,,,,1.17E+18,https://twitter.com/AndreaHerd2/status/1173893430826676226,THE UNRAVELING OF A MURDER TAKES COUNTRIES AND STATE VALID RESEARCH BY MANY. Part 1 LETS UNWOUND THIS CORD.The Fake Fiancee of Jamal Khashoggi? Why? pic.twitter.com/BsCd8Z0y42
September_2019,17/09/2019 10:57,,4,9,,@fEMIoWOLABI,,1.17E+18,https://twitter.com/chinedu_asadu/status/1173868534771920896,"“ @fEMIoWOLABI was shortlisted alongside Jamal Khashoggi of the Washington Post, Sahil Chinoy of the New York Times, and 17 other outstanding journalists from reputable newspapers across the globe.” Well deserved https://www.thecable.ng/thecables-femi-owolabi-shortlisted-for-free-pens-for-democracy-award-in-france …"
September_2019,17/09/2019 02:13,,2,14,,,,1.17E+18,https://twitter.com/nicholasjune/status/1173736715539947520,"It’s Saudi Arabia’s responsibly to defend themselves. They have stockpiles of weapons bought from the USA. They have to step up and be responsible for themselves, or they can send Jamal Khashoggi murderers to defend them."
September_2019,17/09/2019 01:36,,1,0,,,,1.17E+18,https://twitter.com/HarryWilson54/status/1173727343493468160,How many Tweeters really care about Khashoggi Maybe the sound of a bone saw will help pic.twitter.com/VbJGirypVU
September_2019,17/09/2019 00:51,,1,15,,,,1.17E+18,https://twitter.com/bricey16/status/1173716012090441730,Same thing re: Khashoggi
September_2019,16/09/2019 04:22,,135,1574,,,,1.17E+18,https://twitter.com/Martina/status/1173406710268092417,Omg… right! let’s wait for the Saudi prince MBS to see what he says. Because he was so truthful about Mr. Khashoggi…
September_2019,15/09/2019 08:54,,1,41,,,,1.17E+18,https://twitter.com/flagerman/status/1173112836140068864,"Good for the Houthis. Hit the palaces next. Khashoggi is smiling. I’m with you, brother."
September_2019,15/09/2019 03:36,,1,6,,,,1.17E+18,https://twitter.com/DiamondOtis4/status/1173032801215635456,Let’s talk Khashoggi first...
September_2019,14/09/2019 21:39,,16,28,,,,1.17E+18,https://twitter.com/_khashoggi/status/1172943087963987968,Im not ur free time love
September_2019,14/09/2019 18:00,,17,26,,,,1.17E+18,https://twitter.com/business/status/1172887783960170496,Mystery surrounds Saudi crown prince's enforcer in the year since Jamal Khashoggi's death https://bloom.bg/30jaQ7w 
September_2019,12/09/2019 01:13,,0,0,,,#Khashoggi,1.17E+18,https://twitter.com/ASpotnik/status/1171909673257250816,Cut in pieces and dissolved in acid #Khashoggi pic.twitter.com/b8tGaWFsoA
